admin@lpmt.com,6735862e-8be9-4ac8-ae3a-d85b60e95925,240be518fabd2724ddb6f04eeb1da5967448d7e831c08c8fa822809f74c720a9,ADMIN,true,true
Terri.Wilkinson@yahoo.com,5c1bcf7a-e5f7-44a2-9960-c62aae64e3a4,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Gerald.Black@yahoo.com,d993523c-988e-4047-a160-3dc806d2410f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kristopher.Nelson@yahoo.com,7f01e2ca-e6c6-412b-86a7-538553dad5b7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Erik.Hester@hotmail.com,bdf77368-ae21-4753-ba50-0f80af6610d8,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Keith.Kaiser@yahoo.com,8a80ec82-2499-4864-b6bb-334676d6676a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Christopher.Jones@yahoo.com,a6939b71-adf4-47d8-89c2-5b125cd29104,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jennifer.Thompson@yahoo.com,7696bac6-9cb2-44f2-9aa8-6631bf661200,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Gina.Spencer@yahoo.com,4b6487a0-2dcc-4747-8739-cb530b54350e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Erin.Lyons@yahoo.com,6c98ceaf-7bd4-4e11-add1-e5329cd58fc9,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Mary.Campos@hotmail.com,d2f1840c-b34e-4d0d-8364-68a245354133,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lynn.Mcmahon@yahoo.com,6bf87672-4c66-4413-935e-7e089b826dd7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kelly.Holland@hotmail.com,5cac732b-c9da-40e2-93c5-60b88dbe9130,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Angela.Flores@yahoo.com,f8abc356-8a7f-41af-a966-ceb31ef003b8,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Mary.Copeland@hotmail.com,88820be4-536f-418f-a2bf-333fc8101d7e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michael.Lopez@gmail.com,81031395-31d0-42c5-be76-101bd53febac,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Adam.Wolfe@gmail.com,a004ac76-6465-48d9-890e-a88ea3c144b3,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michael.Goodman@gmail.com,2aa91ec8-9aab-42ba-8cb8-81b5a1bcd6e7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jamie.Lambert@yahoo.com,cad78311-0a0f-458c-a1e2-baad41bec813,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
David.Terry@yahoo.com,3ba0e604-b1ae-4976-b1b1-1c716918bab1,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
James.Smith@hotmail.com,0ec71553-0928-4875-a4cb-5711e397133d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ashley.Benjamin@yahoo.com,6071590a-84fd-4ee2-9daa-fe6a8393fe5f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Robert.Davis@gmail.com,ed66f72e-5b7e-4de6-b9fc-bea434538d9b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Erica.Edwards@hotmail.com,dbaa7197-25d2-410a-955b-c3bdf03d409c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jay.Phillips@hotmail.com,c9fb9498-46b8-4967-8d42-e211329d462a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
James.Cole@gmail.com,8d7c09ef-e615-494c-9753-132caacebf48,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Krystal.Middleton@hotmail.com,a1b68163-91be-4dff-9654-97626e684d91,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Peter.Howard@gmail.com,f5287c51-f2ba-45c6-882c-0fb038e2d1a7,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Raymond.Chavez@gmail.com,5ea006c4-c0ba-4b4f-8e94-c23c03295176,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Roberts@hotmail.com,7e823ebf-c8e3-4c4f-bc6d-0ce7788f0f4a,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tom.Barnes@hotmail.com,76302b6e-b721-40de-83b0-1db682f83cca,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michael.White@hotmail.com,d912892e-7d93-4845-979a-780103b95dd1,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kathryn.Hamilton@yahoo.com,f41bacf6-6348-4629-ba1e-26cf13696fc6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lori.Hunt@hotmail.com,8b3efe5c-43d2-40d4-9ccb-829c3622446d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Rebecca.Boyd@gmail.com,2875ce1e-1b82-4f44-a107-e030c8fab414,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Susan.Gray@yahoo.com,32524677-2e16-464c-adad-df8803d72ed6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Nathan.Roman@hotmail.com,d64c784e-d740-4b17-bea5-138fbde32404,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Joseph.Garcia@hotmail.com,ca0d6bc8-4147-4c40-8031-25f55698fc17,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tiffany.Andrews@hotmail.com,ee939114-542c-46a4-bf4d-29267225eb0f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Malik.Davenport@hotmail.com,d1c52226-e6c2-47b6-83d7-65a656fc11b1,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tracey.Juarez@gmail.com,d8e1583f-6b22-4663-a2f3-9f2ee8c50e17,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Nichole.Johnson@hotmail.com,3c8e3558-165c-4326-ae2a-2f46f73c49fe,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Charles.Brown@gmail.com,63ce7c42-9f91-47ef-b0e5-e9e98d97f2c4,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kimberly.Krueger@yahoo.com,0f0c7e59-e795-4f0e-9d5b-d3a9a5ecf696,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Gregory.Johnson@hotmail.com,90cee29a-ca9e-4ad4-8ab6-a3fb83c8c398,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Taylor@hotmail.com,7cb1c475-f168-469f-b505-bdeefe312d6c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brian.Morales@hotmail.com,d5529fd7-fa23-4737-a0ae-739d863f4adb,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Craig.Fitzgerald@yahoo.com,3b78df61-d655-48d6-afed-90cfbf76f664,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Roy.Osborn@hotmail.com,00c98abe-c21d-49cb-a56d-8ba86700f488,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Andrew.Lewis@hotmail.com,c45c3ed1-24a7-48c1-b824-86f12e72246d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Olivia.Hale@hotmail.com,b7c77b88-123d-4e83-af45-9280dfaa7efd,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
James.Lewis@hotmail.com,7d1a24bf-1742-4c43-baac-e6a6087f15fc,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cynthia.Cervantes@hotmail.com,0addeaf6-734d-4ee8-a32f-26d2c478326f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
James.Roberts@hotmail.com,9bb82754-9ab0-4fce-8551-418bdf903627,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cheryl.Taylor@gmail.com,0921abb8-9f88-4fe8-98dc-0cd857e048c8,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Robert.Fleming@yahoo.com,a2c083f9-cd9e-442a-83e6-fd210f36c0c3,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kathleen.Oneill@yahoo.com,1ef63642-4422-4729-a2c3-eb633b924b3c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brandon.Henry@gmail.com,1e65aea4-9471-4e14-a2fd-a6b4afe0190d,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Stephanie.Fox@hotmail.com,b0c8f566-0e1b-451b-900b-2d1a03574e6b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Andrew.Weber@gmail.com,b90e021e-b6de-446d-a754-e195e3fb8366,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Rodriguez@gmail.com,0f4218d4-cd92-481b-8bd6-c5a6f3c93dbe,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cindy.Foley@hotmail.com,0ca6d186-d85d-4ded-8616-11c8e6fda790,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Teresa.Garrison@yahoo.com,0e37251a-b1ba-4390-b7f3-f196a0f0f267,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
John.Sharp@yahoo.com,bae98ce3-db8d-4b51-8c62-8de41b38270e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Christopher.Lambert@hotmail.com,eaef4e01-a221-4151-b271-602410eeac98,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Craig.Hall@gmail.com,e703e4a0-fe36-49e4-b485-ac7f80eb5f08,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jerry.Carter@gmail.com,e673facb-6609-48b0-863e-d59d8a247638,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Rebecca.Watts@yahoo.com,5a68e54a-c0c9-438a-bb0d-02f6be609ef5,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Alexandria.Robinson@gmail.com,2d408fff-24af-40e6-8505-c916ebc0d512,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Harold.Joseph@yahoo.com,b808a97f-2bbb-41ff-b8be-f4a88bdd6533,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Herbert.West@hotmail.com,34a60579-ea41-4e88-9b89-ef5c6b4b98ad,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.Booker@yahoo.com,509a5dc6-6eb0-4a21-bb09-377a03e40e05,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Ian.Moore@gmail.com,4f87a452-44a2-49e2-9b81-414d60ed07eb,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Benjamin.Hogan@yahoo.com,82278f3a-f9c0-4b94-a4ee-3415136a5825,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Terrence.Tucker@hotmail.com,8ae6bc4a-5c21-436b-9ef1-1fabf42b9ad3,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cheryl.White@gmail.com,e1ad27fd-5f9c-41f0-ab99-67b1dffb64c6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Wendy.Porter@yahoo.com,90ea8b9a-53ff-4917-ad7c-c4007a5b6a65,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Robert.Hicks@gmail.com,e86440e6-6bc1-40ba-97bd-695cf07fb7ce,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Laura.Berg@hotmail.com,29c5ed8c-742b-4134-85b5-2f1c4fffb4d3,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Dale.James@gmail.com,b74989ae-0274-4f91-a730-5f2ec4bd319c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Sean.Larson@gmail.com,b9ad0f02-9a43-48f8-b03e-c1546f770d51,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brandon.Lee@yahoo.com,f169d66f-7fbb-44ec-94d2-bba0ebe9bd4e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Colin.Choi@yahoo.com,3c43b044-bc19-4f40-b992-8927d3faff43,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Cheryl.Williams@yahoo.com,fa411644-a5c7-4f02-a2ea-7027225f5b39,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Rachel.Stewart@gmail.com,8abc6910-c37f-4c83-8430-324adfbac6e9,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Christopher.Tyler@hotmail.com,a9af7d09-594c-499d-b7eb-35a88346c9b1,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jacob.Compton@hotmail.com,a65971b3-92fc-4663-9a8d-0b15c8481551,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Lawrence.Hill@yahoo.com,decfefdb-5aa0-4e27-b1cd-a7ae95fbe0bc,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Trevor.Brock@hotmail.com,72f97382-1210-4ae1-b801-a46cedd12c84,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brent.Cole@yahoo.com,9bbe78a2-e147-492d-8967-a3b514331ffe,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
William.Becker@gmail.com,4111e76a-d8a1-4a42-97ff-f690c9cd8675,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Patrick.Stewart@yahoo.com,c58ddf78-72a3-4a66-a550-753b8772c582,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
David.Perkins@hotmail.com,8c2b61f0-4d9b-4676-9443-517a116c79f6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michelle.Rhodes@gmail.com,c49fb8e7-1f5a-4f7d-b42a-35a6f772c33f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Bridget.Garza@yahoo.com,5a337b88-3c7a-47c5-8886-5313ce87cb4b,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kathleen.Freeman@gmail.com,a6472f7a-9fca-4cf9-be31-e4174c14b726,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jesse.Winters@yahoo.com,3d976e40-1ecd-4064-a8e8-dad68afa8b32,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jason.Armstrong@hotmail.com,e5607425-b226-45d4-a37d-1f43e2bd130f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jessica.Schmitt@gmail.com,c1da93cb-8c5d-4f7b-8bd6-581bb44556a4,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tammy.Roach@hotmail.com,acf55113-f804-4f32-8913-f174c0d3fb4c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kevin.Valencia@yahoo.com,fb50bf9f-8a38-4fe6-af61-949c53012209,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tyler.Johnson@hotmail.com,4f68384c-8189-4204-ac87-c46ee45dd770,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Tanya.Logan@hotmail.com,295ce8cf-1a50-49c2-a165-050c338c5ef6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Paul.Chapman@gmail.com,66986741-0ead-4669-8b06-53afa03e89f8,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.Williams@hotmail.com,538e3da9-0719-4438-975e-223987f25b4f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Laurie.Cook@yahoo.com,b00acafb-cc53-45cd-b9d8-08fac28465cd,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melanie.Gamble@gmail.com,7ab82ed0-38f7-497d-b4c0-d820abe7f27f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Julie.Cox@gmail.com,84b85dd4-8c85-446a-8097-b4b37fbe1c87,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jennifer.Nelson@yahoo.com,a85abbe8-26f1-4f61-b7a3-d56ebd706177,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Chad.Humphrey@yahoo.com,701e5fd9-b3e9-442e-9b3b-95d4a44a47de,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
David.Carroll@yahoo.com,dc4ad1a9-f532-49c8-b35e-4cc50dc4f096,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jennifer.Cox@yahoo.com,76c41b49-a23a-4c7f-91df-f88d6e8250a6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.Hancock@gmail.com,630c1f9d-6dfc-4ca0-8825-2a9051130769,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Marcus.Wells@yahoo.com,aa565df1-e028-423a-b49f-d72c3c8852e6,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Melissa.Vance@gmail.com,833975e8-93d5-467c-a4f3-010917904db2,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jim.Flores@gmail.com,895782c4-2189-41ce-bc8e-253e3dd9fc25,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Bradley.Scott@hotmail.com,16f2a617-60ea-4d0a-af25-2b0f3158a850,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Vincent.Ramsey@gmail.com,430f8fd8-608b-49a5-b265-791cbc1b1324,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Andrew.Krause@yahoo.com,3856b4d4-4a85-40ed-a8b6-78a6536dc66e,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Gary.Mcfarland@hotmail.com,250af7c0-f6c1-4fa8-b3f0-1d9f564481ea,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Allen.Reynolds@gmail.com,434ff3a7-1125-4eaf-84a8-9dbe5a5dec4c,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Kaitlin.Keith@hotmail.com,21eb90b1-97fc-4b7d-9223-10d981377232,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Amber.Chandler@gmail.com,2df1c4bf-829b-4e06-b79a-71cdf4665594,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Makayla.Guzman@yahoo.com,3e40dcbd-56c8-49b4-9d61-20a61859a079,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Mary.Rose@hotmail.com,046cbb89-cc71-4156-bd1e-da901d182657,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Rebekah.Smith@yahoo.com,e0b07cac-fd03-4e4d-abc9-a782702c40ec,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Sharon.Garza@yahoo.com,80074265-f38a-4bae-b719-4ac237545155,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Samuel.Burns@gmail.com,8dedf2af-cf4c-4a78-8aee-4aa56a5a4297,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Wayne.Hall@hotmail.com,2a49d8de-ea42-4504-b8cc-4892eef2f5a3,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Madison.Gallegos@gmail.com,9ec5a624-695e-4cf6-85d6-85ddd711ae47,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Denise.Lopez@gmail.com,e74efe0a-510d-4272-8fe6-452e190c5900,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Anna.Lam@yahoo.com,517413a9-c85a-416d-b33d-0e24dce1dfaf,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brent.Mercado@yahoo.com,3fe5e19f-ebd4-4e55-8b35-82cc34e1673f,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brandi.Khan@yahoo.com,4bf6142c-bffb-40bf-9c58-287f44479311,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Adriana.Farrell@yahoo.com,ff6a20c1-8139-48b0-9822-344956bc5fc5,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Michael.Ward@yahoo.com,add1cfd4-3d05-4cc3-8212-68c7b17dbd61,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Amy.Smith@yahoo.com,ac97a7f3-2c81-4e8d-920d-aa9092a81ec4,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Jacob.Andrews@hotmail.com,fe3e81d6-aa75-4f31-ab7a-191b2ac5d9a0,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
Brandon.Hart@gmail.com,b4183dea-8daf-4a5f-8b3b-db7fd276a7de,'a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3',PATIENT,true,false
